	A2M	AADACL1	AAGAB	AAK1	AARS	AASDHPPT	AATF	ABCA1	ABCA6	ABCB10	ABCB7	ABCB9	ABCC3	ABCC4	ABCC5	ABCE1	ABCF1	ABCF2	ABCG1	ABHD10	ABHD15	ABHD2	ABHD3	ABHD6	ABHD8	ABI1	ABL1	ABR	ACAA1	ACAA2	ACACA	ACAD8	ACAD9	ACADM	ACADVL	ACAP2	ACAT1	ACAT2	ACBD3	ACER3	ACIN1	ACLY	ACN9	ACO1	ACO2	ACOT7	ACOT9	ACOX1	ACOX2	ACOX3	ACP1	ACP2	ACP5	ACPL2	ACSF2	ACSL1	ACSL3	ACSL4	ACSL5	ACSS2	ACTA2	ACTG1	ACTL6A	ACTN1	ACTN4	ACTR10	ACTR1A	ACTR1B	ACTR2	ACTR3	ACTR6	ACVR1	ACVR1B	ADAM10	ADAM12	ADAM15	ADAM17	ADAM19	ADAM8	ADAMTSL4	ADAP2	ADAR	ADCK2	ADCY3	ADCY7	ADD1	ADD3	ADIPOR1	ADIPOR2	ADK	ADM	ADNP	ADNP2	ADO	ADORA2B	ADORA3	ADPGK	ADPRHL2	ADRBK1	ADRM1	ADSL	ADSS	AFF1	AFF4	AFG3L2	AFMID	AFTPH	AGA	AGFG1	AGGF1	AGK	AGL	AGPAT1	AGPAT2	AGPAT9	AGPS	AGRN	AGTPBP1	AHCTF1	AHCY	AHCYL1	AHNAK	AHR	AHSA1	AIDA	AIF1	AIFM1	AIG1	AIM2	AIMP2	AIP	AK2	AK3	AK3L1	AKAP11	AKAP12	AKAP13	AKAP8	AKIRIN1	AKIRIN2	AKNA	AKR1A1	AKR1B1	AKR7A2	AKR7A3	ALAD	ALCAM	ALDH1A1	ALDH1A2	ALDH2	ALDH3A2	ALDH3B1	ALDH5A1	ALDH6A1	ALDH9A1	ALDOA	ALDOC	ALG3	ALG5	ALG8	ALG9	ALKBH3	ALKBH5	ALOX15	ALOX5	ALOX5AP	ALPK1	ALPP	ALS2	AMD1	AMFR	AMICA1	AMMECR1	AMY1A	AMY1B	AMY1C	ANAPC1	ANAPC10	ANAPC13	ANAPC4	ANAPC5	ANGEL1	ANGEL2	ANGPTL4	ANKDD1A	ANKFY1	ANKHD1	ANKIB1	ANKLE2	ANKMY2	ANKRA2	ANKRD10	ANKRD11	ANKRD12	ANKRD13A	ANKRD17	ANKRD33	ANKRD37	ANKRD46	ANKRD49	ANKRD57	ANKS1A	ANO6	ANP32B	ANPEP	ANTXR2	ANXA1	ANXA11	ANXA2	ANXA2P1	ANXA5	ANXA7	AOAH	AOF2	AP1B1	AP1G1	AP1G2	AP1M1	AP1S1	AP2A1	AP2A2	AP2M1	AP2S1	AP3B1	AP3D1	AP3M1	AP4B1	AP4E1	APAF1	APBA3	APBB1IP	APEH	APEX1	APEX2	APH1A	APH1B	API5	APIP	APLP2	APOB48R	APOBEC3A	APOBEC3F	APOBEC3G	APOE	APOL3	APP	APPBP2	APPL2	APTX	AQP3	AQP9	AQR	ARAP1	ARAP2	ARAP3	ARCN1	ARF1	ARF3	ARF4	ARFGAP2	ARFGAP3	ARFGEF1	ARFIP1	ARGLU1	ARHGAP1	ARHGAP10	ARHGAP12	ARHGAP15	ARHGAP17	ARHGAP18	ARHGAP19	ARHGAP21	ARHGAP22	ARHGAP25	ARHGAP30	ARHGAP4	ARHGAP9	ARHGDIA	ARHGDIB	ARHGEF18	ARHGEF2	ARHGEF3	ARHGEF6	ARHGEF7	ARID1A	ARID3A	ARID4A	ARID4B	ARID5B	ARIH1	ARL1	ARL16	ARL2	ARL2BP	ARL4C	ARL5A	ARL5B	ARL6IP1	ARL6IP5	ARL6IP6	ARL8B	ARMC1	ARMC10	ARMC7	ARMCX3	ARMET	ARNTL	ARPC1A	ARPC1B	ARPC2	ARPC3	ARPC4	ARPC5	ARPC5L	ARRB1	ARRDC2	ARRDC4	ARS2	ARSA	ARSB	ARSD	ARV1	ASAP1	ASB13	ASB3	ASB8	ASCC1	ASCC2	ASCC3	ASCL2	ASF1A	ASH2L	ASMTL	ASNSD1	ASPHD2	ASPSCR1	ASTE1	ASXL2	ATAD1	ATF3	ATF5	ATF6	ATG12	ATG16L1	ATG3	ATG4B	ATG4C	ATG7	ATG9A	ATIC	ATL3	ATM	ATP13A1	ATP1A1	ATP1B1	ATP1B3	ATP2A2	ATP2A3	ATP2B4	ATP2C1	ATP5A1	ATP5B	ATP5C1	ATP5D	ATP5F1	ATP5H	ATP5O	ATP5SL	ATP6AP1	ATP6AP2	ATP6V0A1	ATP6V0A2	ATP6V0B	ATP6V0C	ATP6V0D1	ATP6V1A	ATP6V1B2	ATP6V1C1	ATP6V1D	ATP6V1E1	ATP6V1H	ATP8B4	ATPAF1	ATPBD1B	ATRN	ATXN1	ATXN1L	ATXN2	ATXN3	ATXN7L3	AUH	AUP1	AURKA	AURKAIP1	AVPI1	AXIN1	AXUD1	AZIN1	B3GALNT1	B3GALT4	B3GALT6	B4GALT1	B4GALT4	B4GALT5	B4GALT7	B9D2	BAG3	BAG4	BAG5	BAIAP2	BAMBI	BANF1	BANP	BASP1	BAT1	BAT2	BAT2D1	BAT3	BAT5	BATF	BATF2	BATF3	BAZ1A	BAZ1B	BAZ2B	BBS2	BBX	BCAP29	BCAP31	BCAR3	BCAT1	BCAT2	BCCIP	BCDIN3D	BCKDHA	BCKDK	BCL11A	BCL2	BCL2L1	BCL2L13	BCL3	BCL6	BCLAF1	BCOR	BCYRN1	BECN1	BFAR	BHLHB2	BICD2	BID	BIN1	BIRC2	BIRC3	BIRC6	BLCAP	BLVRA	BLVRB	BLZF1	BMI1	BMP2K	BMPR2	BMS1	BMS1P5	BNIP2	BNIP3	BNIP3L	BOLA2	BOP1	BRD2	BRD3	BRD7	BRD9	BRE	BRI3BP	BRIX1	BRMS1	BRP44L	BRPF1	BRPF3	BRSK1	BRWD1	BRWD2	BSCL2	BSDC1	BSG	BST2	BTAF1	BTBD1	BTBD10	BTBD12	BTBD2	BTBD3	BTF3	BTF3L4	BTG1	BTG2	BTG3	BTK	BTN2A1	BTN3A2
A2M	0	0.696874833	0.78156751	0.614324742	0.895532269	0.817737443	0.635866827	0.650584597	0.744184494	0.743072101	0.673508005	0.763964125	0.830334308	0.707108409	0.640040476	0.750634074	0.762959906	0.804630532	0.647640232	0.732423243	0.755099276	0.717401128	0.72500611	0.685865277	0.66382451	0.666510713	0.825073644	0.84024782	0.777519515	0.996414373	0.734271543	0.622781244	0.772045379	0.833850574	0.855345258	0.752947514	0.983814923	0.744922691	0.859955644	0.612103709	0.711476617	0.988083642	0.393949611	0.923488144	0.817291049	0.940819491	0.59026995	0.779618943	0.670713117	0.739821022	0.589605367	0.836999088	0.623120565	0.678642625	0.773753987	0.634554726	0.916498103	0.878068958	0.875494693	0.899854358	0.834287234	0.697553475	0.848034936	0.889517641	0.749143986	0.479823755	0.757498562	0.609197422	0.678991465	0.913954666	0.790024012	0.914960347	0.744132239	0.85283987	0.387573841	0.901039573	0.600282902	0.811926482	0.800399913	0.908243233	0.68115316	0.589548376	0.833902613	0.913648246	0.833905276	0.946351437	0.665834734	0.56406315	0.710584652	0.890108364	0.489993189	0.730185813	0.765518109	0.728878566	0.588924702	0.642897071	0.927357966	0.538992567	0.808452902	0.926230778	0.63908422	0.844186225	0.699527545	0.670655586	0.772429733	0.478193593	0.703359288	0.87651838	0.720303367	0.873582201	0.837808432	0.851123962	0.553274217	0.79960731	0.655375159	0.728083399	0.726453237	0.654896375	0.72574638	0.835843124	0.887104199	0.886496783	0.496290384	0.387799201	0.63234565	0.305792726	0.821172973	0.742917693	0.398626212	0.886038913	0.539182707	0.798734236	0.729796673	0.843244224	0.914362865	0.677308969	0.792629205	0.690577393	0.683746317	0.607759128	0.560985371	0.964531489	0.642111963	0.76696775	0.931526761	0.73452331	0.769672845	0.44841563	0.830761399	0.76042374	0.754480338	0.804765409	0.773647325	0.684182977	0.93801378	0.656642522	0.943992963	0.764172861	0.762305453	0.854875796	0.844679954	0.690114787	0.842850546	0.898909071	0.816373087	0.83266674	0.636937045	0.434191245	0.583548003	0.816437279	0.84673928	0.574208956	0.754503817	0.976071415	0.731521414	0.821225278	0.792621905	0.847759806	0.612334344	0.772463146	0.843913542	0.790977783	0.463788953	0.346243097	0.854083193	0.685072673	0.730572458	0.819925064	0.702059123	0.905922543	0.696300368	0.854191956	0.627690504	0.663717848	0.891012365	0.737246757	0.760013272	0.441081581	0.690760478	0.716978624	0.697837828	0.74060159	0.97235021	0.700884828	0.752306411	0.923485659	0.62560706	0.823806843	0.704693931	0.791072213	0.77368284	0.838567622	0.682159087	0.878609599	0.919677395	0.854633352	0.864274082	0.870395687	0.745364086	0.660702188	0.47362109	0.689514592	0.850777981	0.902213868	0.767046196	0.847873718	0.651882737	0.873926259	0.569221249	0.748754434	0.865737978	0.831582679	0.644420571	0.717825634	0.607242194	0.615871722	0.86932547	0.408299844	0.878045479	0.605977466	0.205319361	0.421777004	0.428477495	0.71235699	0.348476018	0.844456618	0.532878212	0.58738231	0.763067129	0.612272077	0.695102494	0.775246148	0.661169725	0.589935365	0.772290042	0.811936217	0.731477298	0.85043141	0.791580463	0.828360159	0.649002103	0.873499019	0.851572657	0.920781104	0.903265095	0.801699517	0.690655839	0.612597438	0.703826825	0.676893766	0.730076439	0.845099745	0.496743666	0.502791707	0.658618743	0.730990225	0.684031232	0.869667276	0.69279369	0.800283318	0.649097172	0.610860535	0.910018018	0.827973171	0.682989229	0.640548165	0.662790368	0.397700756	0.616661761	0.555941234	0.736174466	0.498236367	0.661509046	0.721831454	0.512942249	0.578263985	0.40699968	0.861035234	0.899249231	0.432036771	0.69845274	0.690133679	0.752441927	0.625493098	0.61575776	0.782604315	0.799312266	0.57574178	0.734394828	0.737135359	0.559699678	0.680510033	0.666957684	0.722056814	0.67449504	0.579896221	0.736800774	0.980209528	0.704263289	0.829086399	0.717655242	0.495531272	0.760077198	0.526877278	0.738938625	0.836614929	0.698837094	0.746609823	0.820617666	0.513241397	0.773528628	0.888378496	0.752985053	0.774873414	0.611790579	0.710824167	0.607982464	0.737700039	0.732012775	0.655351681	0.466885084	0.930100816	0.783626787	0.78817525	0.74282055	0.619036859	0.716127105	0.83590324	0.705582885	0.820535044	0.809795931	0.772854722	0.720846443	0.84704282	0.528308272	0.671185241	0.776805163	0.780378694	0.928785835	0.732895417	0.952375949	0.950755572	0.9530664	0.773703756	0.762846505	0.638752198	0.571138477	0.710458654	0.86688171	0.9711755	0.92777317	0.825852287	0.805014887	0.665473859	0.757180156	0.787183479	0.812279713	0.743257014	0.784172554	0.814327643	0.614998648	0.779111332	0.652193843	0.615150148	0.804962553	0.813051057	0.618775984	0.750802363	0.838254493	0.683566041	0.626572619	0.699890494	0.685770207	0.753227231	0.689661505	0.749998168	0.666883397	0.906466308	0.655299837	0.558591382	0.663039206	0.756821944	0.814979058	0.744773215	0.693742647	0.69029304	0.623796643	0.585685854	0.77933459	0.559493211	0.430010318	0.427502346	0.473761243	0.670459002	0.779016724	0.603602103	0.641620946	0.724683334	0.830281974	0.500348026	0.455092493	0.547062229	0.524907796	0.668062428	0.629742609	0.739897445	0.597829358	0.602430077	0.790842267	0.728761892	0.925975628	0.819087505	0.658673711	0.673505442	0.731208285	0.793765371	0.725285798	0.172781876	0.60939659	0.557181843	0.773388063	0.721657938	0.846703794	0.771516213	0.442057024	0.804326726	0.629723717	0.637696157	0.942415351	0.811017844	0.825441376	0.633221287	0.61046166	0.714093892	0.733749599	0.82859267	0.894343453	0.373878622	0.70964265	0.651512638	0.554135404	0.818947253	0.460709151	0.871804665	0.524198375	0.801280287	0.587344231	0.820107953	0.848554433	0.60764773	0.662050098	0.887268392	0.770771278	0.749236492	0.799303504	0.678835033	0.519180429	0.752477364	0.536691063	0.569076509	0.732900104	0.79938195	0.723005849	0.8707539	0.857478472	0.640287291	0.550751795	0.795962777	0.754022319	0.650217061	0.651318206	0.811845884	0.459045497	0.669386761	0.750643318	0.767871751	0.287299644	0.700616733	0.639483095	0.779258707
AADACL1	0.696874833	0	0.703923968	0.650091212	0.796063472	0.708579654	0.648295246	0.814688419	0.667592818	0.830429299	0.685326788	0.565614866	0.795948522	0.68562803	0.614139485	0.647087587	0.783377927	0.729775267	0.521517448	0.742936585	0.597995653	0.685155295	0.725931027	0.62731777	0.601922388	0.695052675	0.711598866	0.832647848	0.775367409	0.784459737	0.710246319	0.588974472	0.733692757	0.563809036	0.833361777	0.728726377	0.722277437	0.609344335	0.897824744	0.569418393	0.871567909	0.795412157	0.30238549	0.750510444	0.572009527	0.687352701	0.819543273	0.72952574	0.551912346	0.788222357	0.484559499	0.853720244	0.858901971	0.594035694	0.653776337	0.85076346	0.743534707	1.060035494	0.795003957	0.686106894	0.733671152	0.576213954	0.62450399	0.838664765	0.811601611	0.576723667	0.717056035	0.616443702	0.569845484	0.726844813	0.582895553	0.848497392	0.6335868	0.630411878	0.440270086	0.603754409	0.970773143	0.789601657	0.900958875	0.700077704	0.693185266	0.76767051	0.763657951	0.823310824	0.863984187	0.70870731	0.48529296	0.419326023	0.780668245	0.70469038	0.667443341	0.755284533	0.727103515	0.71615532	0.526082651	0.783225887	0.682180081	0.869477431	0.574754745	0.76070602	0.647545457	0.675477488	0.773516279	0.644681641	0.697954502	0.350926998	0.74545442	0.780397586	0.466704808	0.64846884	0.701333374	0.749274226	0.471988904	0.652810296	0.861073263	0.864081624	0.722056814	0.55695446	0.665663703	0.652561379	0.863266431	0.882325768	0.506035291	0.508441188	0.739598226	0.291549155	0.720319841	0.652134288	0.473984529	0.739909332	0.535122725	0.659798335	0.606867163	0.714859743	0.721265198	0.774555914	0.673027496	0.727267246	0.706845049	0.883853856	0.797811343	0.71170454	0.641613646	0.626112597	0.675142903	0.632851316	0.912604171	0.492987785	0.720336169	0.757155493	0.723516023	0.710771862	0.727582449	0.547034014	0.745570405	0.697894819	0.719766902	0.635192922	0.490901777	0.615319077	0.782604315	0.60206984	0.74593133	0.729772633	0.705957721	0.663153168	0.717277843	0.468804875	0.583830333	0.798596647	0.779422438	0.433870816	0.765072126	0.687777768	0.582043395	0.764535661	0.708802841	0.788775641	0.523970992	0.889832773	0.691151493	0.75893158	0.464014313	0.378571846	0.786156292	0.846976526	0.742357749	0.863119518	0.844206105	0.710351992	0.666990059	0.589327753	0.654980396	0.676091938	0.738983659	0.838487074	0.69633378	0.659242978	0.60727041	0.694402397	0.630419177	0.862328178	0.771720313	0.601841917	0.880100098	0.863894265	0.725584751	0.698447542	0.635722087	0.470368183	0.757692994	0.752014758	0.575112908	0.725518386	0.758418742	0.807532082	0.651968484	0.785320807	0.669806552	0.601929687	0.482298363	0.659506416	0.63507896	0.847163737	0.702676137	0.760400112	0.680272787	0.755669104	0.62278598	0.689163679	0.882070619	0.788803856	0.572856409	0.814665928	0.60331045	0.588416601	0.722704528	0.41901033	0.722277437	0.856465245	0.377902773	0.576187762	0.418837304	0.696962191	0.546789762	0.891294567	0.526246383	0.548241672	0.753237015	0.58456123	0.824445234	0.848494878	0.654960516	0.802582798	0.61858614	0.919293041	0.554930571	0.750199899	0.671140208	0.744863548	0.802898491	0.810302456	0.821011954	0.711557166	0.795727899	0.759491524	0.737325204	0.815307456	0.831943014	0.430577562	0.618104642	0.643622196	0.766457476	0.923177117	0.828932979	0.710864418	0.57697563	0.807012585	0.521408074	0.825353822	0.734117135	0.977288525	0.677145267	0.904854909	0.895807515	0.614442256	0.704547642	0.537141782	0.673078351	0.722327207	0.62467228	0.479657539	0.48933117	0.614533774	0.558819305	0.472579648	0.565111892	0.757640739	0.71720196	0.757294118	0.975343082	0.565633757	0.585346533	0.689965311	0.712696311	0.634711424	0.720497798	0.637582274	0.70090372	0.622114638	0.631239917	0.573231245	0.4253861	0.679812283	0.531445194	0.500207873	0.761044227	0.728417984	0.553055863	0.860695764	0.798299796	0.436694481	0.721059845	0.455778435	0.748908842	0.682137611	0.715757006	0.686074013	0.799809041	0.849884341	0.65301565	0.746453342	0.827411203	0.784917706	0.841435809	0.625144454	0.519993948	0.694433176	0.779918112	0.640462909	0.713256255	0.89503188	0.791461765	0.753829911	0.826196195	0.63262068	0.662005065	0.736743734	0.681221822	0.712987964	0.917264415	0.712181401	0.743693673	0.811591748	0.85666959	0.547595981	0.916048421	0.755320048	0.825913766	0.786877454	0.773981449	0.733540568	0.610390925	0.661352614	0.57013255	0.482865607	0.447207823	0.584518494	0.835513883	0.749812499	0.774313931	0.756871614	0.549173888	0.508913362	0.648219363	1.010501247	0.832699542	0.634483501	0.80488667	0.720203316	0.939596274	0.689058824	0.534541325	0.60408643	0.567752717	0.732766115	0.724014144	0.825306715	0.765510888	0.71964564	0.538999867	0.635470536	0.682949127	0.509283462	0.678972012	0.772752647	0.725771961	0.722951342	0.632253144	0.729632942	0.655691001	0.854335583	0.755156267	0.848657887	0.526761293	0.619793947	0.693235086	0.469248295	0.742497852	0.602743206	0.44860338	0.274275767	0.702550505	0.702372253	0.766059161	0.701966372	0.828407561	0.790294209	0.801806818	0.473932196	0.621388328	0.532588661	0.734122361	0.773080081	0.835527992	0.739192612	0.785799117	0.641279062	0.756077136	0.804374245	0.802812745	0.735282422	0.499894744	0.753352784	0.635055332	0.608530816	0.643322138	0.373318678	0.799638089	0.983754284	0.666997359	0.879620674	0.713939484	0.703248039	0.507285764	0.722827596	0.626162367	0.527181084	0.769447485	0.783447499	0.667652156	0.839801472	0.922804355	0.562283512	0.695175743	0.722842117	0.516304382	0.41599467	0.543569807	0.700512095	0.942870362	0.818103944	0.354201361	0.699833453	0.515803992	0.628029825	0.522879319	0.572661977	0.79397174	0.580124144	0.731246363	0.741764854	0.747364348	0.743356455	0.81568019	0.627923163	0.262663452	0.821870507	0.62098015	0.718563831	0.635660459	0.723905114	0.535310301	0.709281775	0.77306556	0.865711786	0.744666553	0.753856103	0.799652344	0.642569981	0.549598956	0.770999201	0.390478104	0.632027785	0.829126571	0.684244634	0.55029644	0.762428738	0.743090798	0.651405976
AAGAB	0.78156751	0.703923968	0	0.610295855	0.822027205	0.736364311	0.741904467	0.578918509	0.909505447	0.581111179	0.74651944	0.771521066	0.827788179	0.768773019	0.72320033	0.867580232	0.649230026	0.784355099	0.552279882	0.747444897	0.844971528	0.492199918	0.798622572	0.641613646	0.639950072	0.731953632	0.787456506	0.80053479	0.796496579	0.775409879	0.906998485	0.898567038	0.879471197	0.702458987	0.750577992	0.798589347	0.770510403	0.759490984	0.787598683	0.658369905	0.632149046	0.805051311	0.545685018	0.87158924	0.68779612	0.67189202	0.537137046	0.658252195	0.731635376	0.679259	0.67426253	0.688653554	0.533995537	0.919013274	0.841289262	0.537957864	0.859678939	0.624368474	0.82906953	0.941471941	0.62568807	0.546948267	0.940607203	0.721615123	0.637864525	0.605718694	0.660142243	0.774226161	0.756411671	0.548957852	0.771912721	0.69194668	0.608119905	0.781109492	0.523849731	0.783432355	0.545456107	0.578577164	0.652556643	0.695320554	0.559180081	0.627828094	0.717733689	0.710916673	0.655847973	0.881447419	0.814517487	0.706745048	0.853786342	0.727072736	0.394936646	0.773219694	0.905979534	0.96358941	0.830189568	0.708546241	0.806851417	0.630812827	0.866855302	0.725364323	0.821389009	0.819758847	0.778437888	0.672257532	0.861618757	0.478269476	0.70132359	0.63025071	0.580019505	0.946837671	0.801519802	0.809126808	0.726602564	0.834621967	0.596087799	0.724057075	0.632846579	0.909227783	0.847085752	0.941829265	0.661661007	0.778940301	0.504194024	0.334099593	0.553914781	0.357864735	0.879705958	0.793777308	0.35806188	0.93459223	0.739275234	0.895364889	0.822153298	0.748175793	0.833314454	0.5400983	0.729796133	0.908518412	0.614099383	0.629296626	0.595717699	0.826390677	0.724892149	0.770647993	0.798807485	0.874433799	0.689668804	0.401172262	0.622363476	0.696029974	0.920567142	0.854597837	0.85312896	0.775732793	0.848903273	0.596704734	0.772913865	0.782610976	0.642707422	0.807730215	0.889085814	0.857859968	0.917316258	0.840328074	0.988754984	0.80329214	0.453529186	0.349263885	0.62067432	0.670489781	0.97831494	0.790002556	0.710857118	0.630115293	0.563187513	0.623461909	0.855011661	0.86835935	0.842102781	0.794217618	0.918697021	0.832089828	0.520316941	0.38360666	0.824697773	0.674770219	0.729340827	0.73265689	0.706773824	0.828651812	0.681278714	0.676696621	0.553743828	0.700538208	0.883797014	0.736713005	0.488849673	0.485964302	0.619371443	0.586255122	0.919003539	0.631162999	0.783327696	0.971948572	0.63451428	0.810728559	0.685447705	0.779533758	0.639388026	0.504946181	0.662821147	0.801382212	0.674554183	0.922878164	0.82292647	0.831293177	0.763174778	0.684951952	0.770515139	0.731827322	0.692869573	0.854358223	0.721717493	0.854862185	0.681801863	0.831296189	0.650473199	0.812632175	0.614056863	0.653676631	0.867448393	0.882063319	0.882950004	0.714570458	0.755474406	0.800796076	0.974756573	0.602252464	0.734361386	0.572521824	0.472266519	0.454511073	0.423271728	0.581253504	0.443985844	0.72956875	0.526623704	0.862765053	0.711125143	0.694108159	0.578657635	0.686615065	0.784038371	0.485072336	0.847528135	0.711034186	0.730868964	0.77821414	0.877493379	0.81378659	0.583566895	0.731440795	0.774032668	0.871316212	0.804580496	0.713030896	0.728095286	0.811288503	0.619573175	0.585693154	0.84410541	0.939104143	0.477289741	0.526537957	0.574102295	0.819939024	0.953615445	0.779621527	0.810398345	0.690916909	0.533214969	0.507682076	0.870114246	0.80606355	0.701183437	0.64753357	0.757633439	0.356849485	0.642551139	0.485065037	0.944296769	0.381348088	0.707274213	1.067456591	0.792283572	0.756117238	0.429072954	0.88673901	0.74190703	0.577879631	0.645948363	0.829736285	0.995782643	0.575131849	0.588585381	0.768178121	0.742322234	0.781522211	0.71530836	0.740663857	0.768877678	0.743202607	0.516258263	0.674518668	0.682638561	0.582247839	0.738810064	0.868880397	0.63783631	0.609339599	0.857874684	0.615201368	0.74804299	0.677814507	0.792580078	0.891743262	0.808967812	0.669154102	0.781335839	0.553188471	0.87520021	0.873759893	0.70742369	0.928077964	0.569202357	0.793843868	0.633947036	0.699345693	0.66031576	0.462801918	0.471284071	0.706852349	0.699805287	0.781011937	0.772706312	0.632079628	0.723788784	0.791402211	0.844131818	0.880564777	0.59795062	0.951629783	0.573451868	0.535820013	0.543989598	0.563495906	0.616334327	0.769271817	0.80852183	0.609111676	0.809982027	0.765297486	0.833918122	0.84169973	0.894993585	0.637907752	0.676613999	0.888563409	0.708261248	0.799740163	0.773080081	0.864912228	0.648242941	0.584309679	0.692245338	0.699083714	0.590310201	0.850454988	0.790034323	0.632912894	0.526877278	0.934257625	0.884314143	0.635043445	0.757465071	0.879371835	0.656948479	0.619430998	0.778532397	0.743501265	0.806992018	0.735861258	0.772906644	0.708486608	0.678066058	0.754900129	0.54985253	0.848101151	0.809337912	0.527188384	0.914075387	0.54878746	0.7829389	0.556896929	0.693324879	0.721831454	0.539678509	0.600275603	0.916435885	0.671137644	0.337876929	0.40234192	0.40506356	0.68040564	0.701333374	0.706663414	0.863040083	0.843588202	0.75937855	0.710836203	0.470913971	0.565443913	0.609194859	0.606399821	0.637005923	0.893642064	0.520394847	0.494942552	0.592256056	0.629714394	0.733301053	0.787678117	0.929979899	0.567726525	0.842221674	0.770401178	0.802668004	0.274275767	0.687542545	0.531663254	0.769404209	0.84132596	0.994471003	0.819151157	0.388236155	0.924783239	0.496437837	0.736985883	0.859015932	0.801842254	0.713626355	0.535103833	0.500547194	0.672990531	0.845341628	0.624031866	0.605505292	0.360662337	0.844319078	0.74364859	0.510728515	0.839670692	0.40599104	0.963293365	0.541735201	0.912936241	0.618317849	0.81883344	0.604655698	0.699036262	0.575046593	0.975367746	0.79504467	0.800103063	0.825799805	0.810006691	0.530490962	0.736895549	0.586245799	0.641081918	0.886713729	0.846554023	0.587714331	1.003291441	0.650110399	0.632193589	0.512892558	0.922357208	0.810186946	0.740115505	0.866421128	0.80699103	0.48725029	0.952755855	0.697439513	0.737557863	0.330540316	0.768853014	0.561279609	0.827519888
